Date,LBMA/GOLD,CHRIS/CME_O1,LBMA/SILVER,CHRIS/CME_DA1,CHRIS/CME_LN1,CHRIS/CME_C1,CHRIS/CME_RR1,CHRIS/CME_LB1,CHRIS/CME_RB1,CHRIS/CME_NG1,CHRIS/CME_PL1,CHRIS/CME_S1
2017-05-03,1253.95,248.25,16.85,,67.5,363.5,,386.6,1.5387,3.185,,959.5
2017-05-04,1235.85,,16.5,15.36,68.475,367.0,9.6,387.0,1.5264,3.22,,965.25
2017-05-05,1239.4,,16.27,15.45,69.5,359.0,,389.9,1.4825,3.199,,965.5
2017-05-08,1229.7,251.0,16.38,15.64,69.25,360.5,9.69,383.0,1.5065,3.243,918.0,962.5
2017-05-09,1225.15,,16.22,15.55,70.3,358.25,,381.0,1.5234,3.178,902.0,956.25
2017-05-10,1222.95,,16.29,15.51,70.725,358.75,9.895,380.0,1.4849,3.214,,965.25
2017-05-11,1221.0,,16.37,15.55,71.45,364.25,10.22,367.4,1.5439,3.278,,962.5
2017-05-12,1227.9,,16.3,15.62,71.65,361.0,,374.8,1.567,3.368,,953.5
2017-05-15,1231.5,241.0,16.59,15.6,,370.5,10.41,379.3,1.5785,3.387,930.7,962.5
2017-05-16,1234.05,233.5,16.72,15.63,,367.25,10.66,370.0,1.596,3.359,,964.75
2017-05-17,1244.6,228.5,16.9,15.64,79.225,367.0,10.625,372.0,1.5928,3.231,,975.5
2017-05-18,1261.35,235.5,16.81,15.6,78.625,371.5,10.905,374.0,1.5982,3.209,,972.5
2017-05-19,1251.85,236.25,16.77,15.62,78.675,366.0,10.895,368.0,1.6073,3.184,,945.5
2017-05-22,1255.25,243.0,16.95,15.6,79.075,372.75,10.845,362.3,1.6549,3.291,,953.0
2017-05-23,1259.9,246.75,17.14,15.61,78.925,374.75,11.0,362.9,1.6629,3.325,,956.25
2017-05-24,1251.35,240.0,17.03,15.62,80.5,370.0,10.84,362.8,1.6685,3.234,,948.5
2017-05-25,1257.1,239.0,17.15,15.62,80.275,371.0,11.05,363.0,1.6548,3.204,,947.75
2017-05-26,1265.0,242.5,17.29,15.61,81.2,369.25,10.94,351.3,1.6105,3.186,,939.5
2017-05-30,1262.8,244.25,17.27,15.61,81.65,373.5,10.96,356.0,1.6416,3.25,963.1,926.0
2017-05-31,1263.8,242.5,17.31,15.62,80.9,370.25,11.175,344.3,1.64,3.146,940.7,915.25
2017-06-01,1266.15,248.0,17.13,,82.375,371.5,11.11,351.0,1.6051,3.08,951.3,916.0
2017-06-02,1260.95,255.25,17.19,16.59,81.25,370.5,11.01,354.8,1.5921,3.051,932.0,912.25
2017-06-05,1280.7,247.0,17.52,16.49,81.1,373.75,11.145,351.2,1.577,3.026,957.4,924.5
2017-06-06,1287.85,243.5,17.56,16.42,81.225,372.0,11.045,352.9,1.539,2.982,955.7,921.0
2017-06-07,1292.7,256.0,17.6,16.39,81.9,378.25,11.1,357.8,1.5288,3.061,962.1,924.5
2017-06-08,1284.8,256.25,17.6,16.32,81.95,385.0,11.21,361.0,1.5023,3.019,945.8,931.0
2017-06-09,1274.25,245.0,17.35,16.25,82.4,384.25,11.23,362.5,1.4919,3.034,939.4,937.0
2017-06-12,1269.25,255.25,17.13,16.28,82.3,386.0,11.26,364.2,1.5017,3.032,942.2,942.0
2017-06-13,1261.3,252.0,16.82,16.31,82.25,379.25,11.255,370.2,1.4877,3.011,944.3,933.75
2017-06-14,1268.25,254.0,16.96,16.34,82.775,381.0,11.245,368.9,1.4856,2.962,925.0,932.0
2017-06-15,1260.25,256.25,16.86,16.35,82.85,376.75,11.05,368.7,1.432,2.943,937.3,931.75
2017-06-16,1256.6,262.75,16.76,16.34,,378.75,11.445,364.8,1.44,3.049,922.0,935.75
2017-06-19,1251.1,267.5,16.67,16.33,82.975,378.25,11.355,363.2,1.4523,2.966,929.5,936.5
2017-06-20,1246.5,269.25,16.59,16.33,84.5,376.25,11.45,368.2,1.4486,2.897,924.6,937.25
2017-06-21,1247.05,266.5,16.51,16.33,85.6,369.5,11.345,365.7,1.4228,2.897,921.4,928.0
2017-06-22,1251.4,258.0,16.58,16.36,85.95,368.75,11.155,361.8,1.4112,2.896,928.3,919.25
2017-06-23,1256.3,256.75,16.71,16.35,85.15,362.75,11.135,362.0,1.4369,2.898,926.0,906.5
2017-06-26,1240.85,253.0,16.53,16.36,85.675,358.5,11.255,362.0,1.4352,2.99,928.9,904.0
2017-06-27,1250.4,250.75,16.66,16.35,87.3,361.25,11.185,355.1,1.447,3.049,917.6,909.0
2017-06-28,1251.6,247.75,16.78,,86.9,,11.29,353.8,1.4466,3.02,919.2,
2017-06-29,1246.6,266.5,16.83,15.8,88.25,356.75,11.39,360.0,1.4922,3.08,920.9,914.25
2017-06-30,1243.25,270.0,16.47,15.69,89.975,360.0,11.78,366.5,1.488,3.037,919.0,915.0
2017-07-03,1235.2,290.0,16.48,15.76,91.05,373.25,11.61,365.6,1.5135,2.949,929.3,949.5
2017-07-04,1224.25,,16.15,,,,,,,,,
2017-07-05,1221.9,,15.95,15.58,91.3,379.5,11.6,362.2,1.534,2.952,905.8,971.75
2017-07-06,1224.3,272.0,16.01,15.73,92.475,380.0,11.65,365.6,1.5205,2.857,906.5,979.0
2017-07-07,1220.4,279.75,15.84,15.66,91.775,379.0,11.53,363.0,1.5238,2.899,907.3,979.0
2017-07-10,1207.55,305.0,15.22,15.55,91.925,387.75,,368.2,1.5064,2.898,899.4,1001.0
2017-07-11,1211.9,,15.51,15.57,91.925,393.25,,385.0,1.504,2.925,900.3,1027.75
2017-07-12,1219.4,308.0,15.83,15.67,92.5,390.5,11.79,390.4,1.5294,3.035,901.9,1023.0
2017-07-13,1221.4,304.25,15.95,15.58,92.6,376.25,11.625,390.2,1.5162,2.992,917.9,997.0
2017-07-14,1218.95,,15.71,15.59,92.75,369.0,11.35,396.5,1.526,2.959,904.1,978.0
2017-07-17,1229.85,282.0,16.07,15.63,92.55,375.75,11.76,382.4,1.5625,2.982,927.5,989.0
2017-07-18,1237.1,287.0,16.17,15.61,80.95,380.75,11.84,389.6,1.5588,3.022,926.4,997.25
2017-07-19,1239.85,292.5,16.23,15.57,,376.5,11.86,387.2,1.5849,3.082,924.5,990.25
2017-07-20,1236.55,292.25,16.18,15.53,82.65,382.5,11.77,393.3,1.6152,3.066,920.0,999.0
2017-07-21,1247.25,295.25,16.43,15.52,81.225,390.5,11.92,393.7,1.6065,3.03,,1011.25
2017-07-24,1255.85,293.0,16.5,15.52,80.725,375.5,11.92,388.8,1.5575,2.914,,1000.25
2017-07-25,1252.0,293.0,16.31,15.53,81.2,382.0,12.07,379.3,1.5597,2.907,929.3,1012.0
2017-07-26,1245.4,284.75,16.37,15.52,81.85,368.5,12.28,377.4,1.5995,2.944,,980.0
